Age,Income,YratCom,DistFromHome,Overtime,JobSatist,Performance,Department,Educ,WorkLifeBalance,Attrition
59,27992,32,18,18,2,5,HR,Bachelor,4,1
38,51545,17,23,23,2,2,Marketing,PhD,2,1
26,117590,19,21,21,1,2,IT,Bachelor,2,1
46,84815,27,21,21,3,1,HR,Bachelor,5,1
56,129141,6,11,11,3,2,HR,PhD,5,0
52,91411,35,7,7,3,2,HR,Bachelor,4,0
40,116727,37,9,9,4,4,Marketing,Bachelor,3,0
41,63488,34,4,4,2,3,Marketing,PhD,4,1
53,53331,20,13,13,5,1,IT,Masters,4,1
41,109934,25,4,4,1,1,HR,Masters,1,1
41,105553,4,19,19,2,1,HR,Masters,2,1
44,86920,10,2,2,3,4,IT,Masters,1,1
46,116795,10,9,9,1,4,IT,Masters,2,1
34,61368,24,12,12,5,5,IT,Bachelor,4,0
52,23501,21,2,2,2,4,Finance,PhD,2,1
60,130021,11,6,6,2,1,IT,Masters,3,1
53,76624,27,5,5,4,5,Marketing,PhD,3,0
58,108481,16,5,5,2,3,Finance,Masters,4,0
41,113662,26,20,20,2,2,IT,Bachelor,5,1
58,97800,30,22,22,5,2,Marketing,Masters,3,0
52,40730,16,5,5,5,5,IT,Masters,4,0
55,107738,7,4,4,1,3,IT,PhD,1,1
40,51346,16,9,9,3,2,Finance,PhD,5,1
50,70531,35,22,22,5,5,Marketing,Bachelor,3,1
33,94287,16,10,10,1,4,HR,PhD,4,0
55,56131,40,16,16,2,1,IT,PhD,4,1
39,42798,12,10,10,1,3,Finance,PhD,1,1
28,27368,35,10,10,1,2,Marketing,Bachelor,1,1
26,96874,21,19,19,1,1,IT,Bachelor,5,1
42,124335,36,10,10,1,5,HR,Bachelor,3,1
49,129087,17,6,6,5,2,Marketing,PhD,4,1
37,65532,32,17,17,3,1,Marketing,PhD,5,1
28,105862,41,5,5,1,4,Finance,Bachelor,5,0
36,84585,6,6,6,4,3,IT,PhD,1,0
33,69025,24,24,24,2,5,IT,PhD,4,1
61,61527,27,15,15,2,2,Marketing,Masters,2,1
31,107592,20,19,19,2,4,IT,Bachelor,1,1
48,124842,25,18,18,2,3,Marketing,Bachelor,4,0
38,81907,2,4,4,2,3,HR,PhD,5,1
27,30762,9,8,8,1,4,Finance,PhD,5,0
32,100586,28,16,16,3,2,IT,Masters,3,1
25,88039,38,24,24,4,3,IT,Bachelor,2,1
35,108358,3,19,19,5,5,Finance,Bachelor,1,1
52,83516,20,20,20,4,1,HR,PhD,3,1
28,93959,6,3,3,5,5,HR,Bachelor,3,1
39,127911,39,10,10,5,3,HR,PhD,2,0
41,64136,33,2,2,4,1,HR,Masters,1,0
64,71137,1,4,4,1,4,HR,PhD,1,0
57,87247,37,6,6,2,1,Marketing,Masters,5,1
48,74646,6,11,11,1,1,IT,PhD,1,1
27,71334,34,14,14,2,1,IT,Masters,3,1
51,97418,15,16,16,3,3,IT,Masters,5,0
59,24376,26,21,21,5,2,Marketing,Bachelor,1,1
42,31374,14,19,19,4,3,Finance,PhD,2,1
43,121233,7,2,2,3,2,HR,Bachelor,3,1
32,31189,31,17,17,2,4,Finance,Bachelor,4,1
27,116127,24,9,9,1,4,HR,PhD,2,1
58,35183,31,17,17,4,4,HR,Bachelor,2,1
28,87856,29,15,15,5,4,Finance,Bachelor,1,1
48,94834,32,7,7,3,4,IT,Bachelor,5,1
26,44467,17,22,22,5,5,Marketing,PhD,5,1
61,46280,14,23,23,2,3,Finance,Bachelor,3,1
61,65950,40,19,19,5,2,IT,Bachelor,1,1
57,39283,36,3,3,1,4,HR,Bachelor,5,1
23,33709,24,1,1,3,5,IT,PhD,4,0
46,91935,27,4,4,3,5,HR,Masters,1,1
58,129119,25,18,18,1,5,HR,Masters,1,1
28,90068,32,8,8,5,3,IT,Masters,5,0
63,52057,18,19,19,1,4,HR,Masters,2,1
53,51339,18,23,23,4,5,Marketing,Bachelor,1,1
42,110123,37,23,23,1,5,IT,PhD,2,1
46,97053,26,6,6,5,4,Finance,Bachelor,3,0
47,127146,9,1,1,1,3,HR,PhD,3,1
58,27282,35,8,8,2,5,HR,Bachelor,5,1
43,26535,8,1,1,1,2,Marketing,Masters,3,1
52,80743,20,19,19,1,1,Marketing,Masters,5,1
46,82208,22,11,11,5,1,Finance,PhD,5,0
64,36633,19,21,21,4,1,HR,Bachelor,2,1
52,51141,30,24,24,4,3,Finance,Masters,2,0
44,131344,28,15,15,5,5,Finance,PhD,3,1
50,29480,35,23,23,5,1,HR,Bachelor,2,1
29,34220,11,11,11,5,1,Finance,PhD,1,1
57,75736,31,19,19,2,4,Finance,Bachelor,4,0
50,45956,39,21,21,3,5,Marketing,Bachelor,1,1
36,37000,36,10,10,1,5,Marketing,Bachelor,1,1
32,39301,30,24,24,5,4,Finance,PhD,5,0
38,48956,23,12,12,5,5,HR,PhD,4,0
38,111338,19,1,1,5,2,Marketing,Bachelor,5,0
53,73532,12,24,24,4,3,Finance,Masters,2,0
64,113964,15,7,7,5,4,IT,Bachelor,2,0
47,40237,31,17,17,1,1,IT,PhD,4,1
35,39933,37,10,10,5,5,Finance,Bachelor,3,1
28,97340,37,6,6,1,2,IT,PhD,2,0
31,62777,15,17,17,2,2,Marketing,Bachelor,1,0
58,32197,29,18,18,3,3,HR,Bachelor,4,1
42,40193,26,5,5,4,2,Finance,Masters,4,0
40,68913,2,18,18,1,5,Marketing,Masters,2,1
43,84694,20,17,17,2,5,HR,PhD,2,1
26,44822,15,22,22,3,2,IT,Bachelor,5,1
55,83498,4,16,16,3,5,IT,PhD,5,1
49,72139,22,8,8,3,5,IT,Bachelor,1,1
29,59866,38,24,24,1,1,IT,Bachelor,4,1
28,122620,23,13,13,2,4,Marketing,Bachelor,3,1
37,59577,26,24,24,5,5,Marketing,Masters,3,1
40,83295,11,16,16,2,5,HR,PhD,4,1
54,69843,28,11,11,2,3,Finance,Bachelor,1,0
33,31257,2,6,6,2,4,HR,Bachelor,5,1
42,98087,8,3,3,1,4,Finance,PhD,5,1
46,122174,29,1,1,1,4,IT,PhD,5,0
37,61705,11,18,18,1,2,IT,Bachelor,3,1
29,51048,37,5,5,2,1,IT,Masters,3,0
43,69015,18,13,13,1,1,IT,Masters,1,0
64,91357,14,10,10,3,3,Marketing,Bachelor,3,1
48,121025,10,5,5,1,4,HR,Masters,2,1
36,79444,35,14,14,4,4,Finance,PhD,3,1
59,68713,9,17,17,1,5,Finance,Masters,5,1
43,26741,35,1,1,1,2,Marketing,PhD,1,1
40,118057,11,2,2,1,2,IT,PhD,4,0
27,84567,12,7,7,1,3,HR,PhD,4,1
25,35613,3,10,10,4,1,IT,PhD,1,0
45,124742,39,20,20,5,4,Marketing,Masters,2,0
48,113333,14,7,7,1,3,Finance,PhD,4,1
59,27227,28,24,24,3,2,Marketing,Bachelor,5,1
46,35512,11,16,16,4,2,Finance,PhD,4,1
41,50721,39,5,5,5,2,HR,Bachelor,4,0
47,92337,25,12,12,1,4,Finance,PhD,5,1
43,91304,21,17,17,5,4,HR,PhD,3,0
34,67140,10,16,16,3,4,IT,Masters,2,1
63,81464,15,20,20,4,5,IT,PhD,5,1
55,101986,19,16,16,4,1,Marketing,PhD,5,1
26,25472,22,19,19,5,2,HR,Masters,1,1
64,97222,21,15,15,1,2,IT,Masters,2,1
29,72027,32,12,12,2,5,HR,Bachelor,3,0
44,74913,23,21,21,4,2,IT,Masters,5,0
55,77792,13,10,10,2,2,IT,Bachelor,3,1
39,58257,5,22,22,4,4,Finance,PhD,5,1
46,80133,4,2,2,1,4,Marketing,Bachelor,5,0
56,57100,28,7,7,1,1,Finance,Masters,1,1
50,58880,14,13,13,4,2,HR,PhD,4,1
63,55683,8,3,3,5,3,IT,Bachelor,2,0
61,127337,9,15,15,1,2,Marketing,Bachelor,1,1
44,75132,35,1,1,1,2,IT,Bachelor,3,1
39,41143,37,3,3,3,1,IT,PhD,5,1
56,97123,21,10,10,1,3,Finance,Bachelor,5,1
28,49791,18,15,15,3,2,HR,Bachelor,2,1
28,79915,33,22,22,1,3,Marketing,Masters,1,1
56,119051,8,6,6,1,4,Marketing,Bachelor,1,1
23,59998,17,20,20,5,4,Marketing,PhD,3,1
32,103694,31,15,15,5,3,HR,Masters,1,0
43,114806,34,24,24,1,2,Marketing,PhD,1,1
27,38720,6,21,21,4,3,HR,Masters,4,1
24,110549,22,7,7,4,3,Marketing,Masters,2,0
44,58948,14,21,21,1,4,IT,Bachelor,1,1
24,62231,3,5,5,4,3,HR,PhD,3,0
32,77382,12,4,4,1,5,Finance,Bachelor,5,1
56,41008,36,22,22,5,5,Marketing,Masters,1,1
38,79710,12,18,18,2,4,Finance,Bachelor,1,1
61,32503,2,3,3,3,2,HR,Masters,5,1
44,79135,2,17,17,4,2,IT,Masters,4,1
34,23571,15,18,18,4,4,Finance,PhD,2,1
46,120214,23,18,18,5,2,Finance,PhD,4,0
62,61445,29,24,24,4,1,IT,PhD,3,1
60,74141,17,24,24,1,5,IT,PhD,1,1
32,25078,32,2,2,1,1,HR,Bachelor,4,1
57,114992,7,13,13,2,1,Marketing,PhD,2,0
54,105887,30,22,22,2,1,Finance,PhD,3,0
29,63161,28,15,15,2,4,Finance,PhD,4,1
43,125955,14,5,5,1,1,HR,Masters,1,1
42,41515,30,3,3,2,3,Marketing,Masters,2,1
48,115880,17,5,5,2,2,HR,PhD,1,1
26,72513,32,5,5,1,4,Finance,Masters,1,1
44,93459,6,5,5,5,3,Finance,Masters,3,0
37,26466,24,3,3,4,3,IT,Bachelor,2,0
62,31331,6,3,3,3,5,IT,Masters,5,1
43,80493,27,20,20,1,5,Marketing,Bachelor,1,1
37,129439,18,23,23,1,3,Finance,Masters,2,1
44,90121,24,18,18,3,5,Finance,PhD,1,1
50,93969,37,20,20,3,2,IT,Masters,4,1
36,124180,24,4,4,2,2,HR,Masters,4,0
49,100184,38,1,1,3,5,HR,Bachelor,2,0
63,25636,34,16,16,4,1,Finance,PhD,3,1
62,92356,40,8,8,4,3,Finance,Bachelor,5,0
50,117546,15,17,17,4,2,Marketing,PhD,4,1
48,61945,11,8,8,4,5,Marketing,PhD,3,1
24,101149,22,7,7,4,5,IT,Bachelor,5,1
47,43352,24,8,8,2,2,Finance,Masters,4,1
25,80733,1,21,21,1,2,HR,PhD,5,1
30,65770,18,24,24,3,1,Marketing,Masters,1,1
55,55490,12,12,12,1,5,IT,Bachelor,2,1
64,63852,28,16,16,3,5,IT,Bachelor,4,0
57,70942,40,12,12,2,4,HR,Bachelor,4,1
28,81721,7,19,19,2,1,Marketing,Bachelor,1,1
61,71791,23,10,10,5,2,HR,PhD,4,1
45,119697,21,7,7,5,2,IT,Bachelor,4,1
47,65375,34,12,12,2,3,Finance,Masters,4,1
41,115388,11,20,20,2,2,HR,Masters,4,0
27,62383,22,5,5,3,5,IT,PhD,4,1
33,105050,35,16,16,2,2,Finance,Bachelor,3,1
34,42349,29,9,9,1,5,Finance,PhD,4,1
32,106031,28,7,7,3,5,Marketing,PhD,1,1
30,36105,18,20,20,2,1,Marketing,PhD,4,0
46,106640,14,22,22,3,2,IT,Bachelor,5,1
50,49300,18,14,14,3,1,HR,Masters,5,1
63,53635,28,11,11,4,5,Finance,Masters,1,0
58,76700,24,7,7,5,2,Marketing,PhD,3,1
59,35618,8,10,10,3,2,Marketing,PhD,1,1
43,78549,8,9,9,3,1,HR,Masters,3,1
30,24037,4,4,4,4,1,Marketing,Masters,2,1
31,112624,27,16,16,2,5,IT,Bachelor,5,0
37,84907,36,10,10,3,5,HR,PhD,5,0
62,102036,5,19,19,4,2,Finance,Bachelor,5,0
40,119426,33,24,24,1,2,IT,Masters,3,1
64,47330,34,17,17,4,4,Finance,Masters,1,1
42,23728,30,9,9,5,4,Finance,Masters,3,1
28,100451,8,13,13,5,3,Marketing,Masters,5,0
34,72172,39,1,1,2,5,IT,Bachelor,5,0
24,38422,26,2,2,2,3,IT,Masters,5,1
29,107080,37,13,13,5,3,HR,PhD,5,0
38,100830,34,24,24,5,1,IT,Masters,2,0
25,57613,7,9,9,3,1,HR,PhD,5,1
25,68249,40,7,7,5,4,IT,Masters,3,1
49,68720,28,16,16,2,3,Finance,Bachelor,5,1
62,99767,39,19,19,5,4,HR,PhD,4,0
60,85682,39,7,7,2,5,IT,Bachelor,2,0
55,57653,28,6,6,1,2,HR,Masters,5,1
50,56699,14,18,18,5,1,Marketing,Bachelor,4,0
23,53894,38,19,19,2,5,Marketing,Masters,3,0
30,111249,4,11,11,4,5,HR,Bachelor,2,0
59,122633,18,12,12,3,1,HR,Bachelor,5,1
54,116616,25,10,10,2,1,Finance,PhD,3,1
59,106930,7,13,13,5,3,IT,Masters,4,1
26,23523,38,12,12,5,4,Marketing,Bachelor,2,1
52,88167,28,21,21,1,5,Marketing,Masters,5,1
28,107395,5,10,10,4,3,IT,PhD,3,1
41,113042,3,20,20,2,3,Marketing,Bachelor,2,1
54,50055,31,18,18,4,5,Marketing,Masters,4,0
31,51923,20,4,4,1,5,HR,Bachelor,5,1
34,28696,19,24,24,3,2,Marketing,Bachelor,2,1
33,113986,11,5,5,4,4,Marketing,Bachelor,4,0
38,121266,40,5,5,1,5,Marketing,Bachelor,4,1
23,47847,3,12,12,2,1,IT,PhD,3,1
43,99068,23,3,3,3,2,Finance,PhD,4,1
52,30221,7,8,8,5,4,HR,Masters,4,1
35,114121,23,22,22,1,1,Finance,Masters,1,1
56,128123,7,2,2,5,1,Marketing,Bachelor,4,1
26,130211,34,18,18,3,4,Marketing,Bachelor,5,0
50,97788,19,9,9,1,2,Marketing,Bachelor,2,1
60,60260,9,13,13,1,1,Finance,PhD,5,0
53,72686,18,7,7,3,3,IT,Bachelor,5,1
49,93998,41,10,10,2,4,IT,Masters,3,0
27,62063,25,9,9,1,4,HR,Bachelor,1,0
47,108614,14,22,22,3,5,Finance,PhD,1,1
25,49440,25,15,15,4,2,IT,Bachelor,5,0
55,118672,19,5,5,5,3,HR,PhD,2,1
26,107626,39,12,12,1,3,Marketing,PhD,1,1
47,90391,15,1,1,4,5,Marketing,PhD,1,0
42,27609,16,12,12,1,1,HR,PhD,5,0
56,61083,27,22,22,2,1,IT,Masters,1,1
48,69861,40,6,6,3,3,Finance,PhD,3,1
27,69138,10,19,19,1,2,HR,Masters,5,1
57,67779,4,19,19,3,1,IT,Masters,1,0
50,47467,19,16,16,1,4,HR,Bachelor,1,1
51,126415,28,19,19,2,5,IT,Bachelor,1,1
31,82324,21,3,3,2,2,Marketing,PhD,5,1
60,125668,14,23,23,4,1,HR,Bachelor,2,1
28,112809,33,10,10,2,3,Finance,PhD,4,0
41,46730,10,18,18,3,5,HR,Bachelor,1,1
33,76940,19,13,13,2,1,Marketing,PhD,4,1
24,72619,30,18,18,1,3,Marketing,Bachelor,4,0
31,83836,22,3,3,2,1,IT,Bachelor,1,1
43,95828,3,23,23,3,5,Marketing,Masters,1,1
46,23795,37,3,3,1,4,IT,Bachelor,4,1
56,61481,41,23,23,4,4,Marketing,Bachelor,2,1
44,69279,18,12,12,4,3,IT,PhD,4,1
25,101125,11,20,20,4,4,Finance,Masters,2,1
34,92036,2,7,7,1,5,IT,PhD,3,0
50,46920,12,24,24,4,3,IT,Bachelor,2,1
52,63112,6,8,8,2,1,Finance,PhD,5,1
48,44745,40,9,9,1,2,IT,Masters,1,0
43,122563,29,14,14,1,1,IT,PhD,3,1
50,38373,30,5,5,1,5,Finance,Bachelor,4,0
48,54357,2,21,21,5,3,Marketing,PhD,2,0
55,64230,9,19,19,3,1,HR,Bachelor,3,1
43,118045,2,21,21,5,3,IT,Masters,5,1
57,86400,29,16,16,5,4,Marketing,Masters,2,0
56,27791,33,24,24,5,2,HR,PhD,4,1
63,61467,10,12,12,3,5,Finance,Masters,4,1
40,26836,34,21,21,5,1,IT,PhD,2,1
33,26600,8,4,4,4,2,IT,Bachelor,5,1
45,54680,37,8,8,1,5,Finance,PhD,1,1
44,101857,33,7,7,1,5,IT,Bachelor,1,1
39,53920,6,15,15,2,4,HR,Masters,4,1
27,53336,40,6,6,4,3,HR,Bachelor,5,0
33,34119,19,5,5,3,3,Finance,Bachelor,4,0
52,108504,32,14,14,1,2,IT,Bachelor,1,1
37,45441,27,21,21,5,4,Marketing,Bachelor,4,0
49,40357,1,13,13,2,5,IT,Bachelor,2,1
57,38438,33,10,10,2,4,Finance,PhD,2,0
55,50116,40,18,18,1,4,Marketing,Bachelor,5,1
42,87466,32,4,4,4,2,HR,Bachelor,1,1
38,68056,5,8,8,2,3,HR,Bachelor,5,1
56,83606,17,24,24,1,4,Marketing,Bachelor,5,1
24,104298,8,11,11,4,4,Marketing,Bachelor,1,1
57,42769,34,17,17,1,4,Finance,Bachelor,3,1
62,105661,9,18,18,1,1,IT,Masters,3,1
50,82286,23,21,21,4,4,HR,PhD,4,1
61,47009,35,11,11,4,4,IT,Bachelor,3,1
28,60638,7,16,16,4,5,HR,PhD,2,0
31,71155,15,12,12,1,1,IT,Masters,5,1
42,125033,20,13,13,2,4,HR,Masters,4,1
23,73917,25,16,16,3,4,IT,Bachelor,5,0
30,90293,3,23,23,3,2,Finance,PhD,1,1
45,116751,24,21,21,1,2,HR,Bachelor,3,1
25,113910,34,1,1,1,1,Finance,Masters,1,1
26,119368,22,16,16,2,5,HR,Masters,4,1
47,116197,11,15,15,4,1,HR,PhD,2,1
60,37886,8,6,6,1,1,HR,Bachelor,3,1
37,115760,39,12,12,5,2,IT,PhD,1,1
43,44841,35,8,8,4,2,HR,PhD,3,1
57,88544,38,7,7,1,5,Finance,Masters,5,0
36,126342,8,2,2,5,4,IT,PhD,2,1
58,74261,37,12,12,2,5,IT,Masters,3,1
34,121622,27,21,21,5,4,HR,Bachelor,2,1
39,110774,28,14,14,1,3,Marketing,PhD,5,1
61,108124,40,16,16,3,2,IT,PhD,5,0
31,91432,34,11,11,1,3,HR,Bachelor,1,1
57,67197,32,20,20,3,3,Finance,PhD,4,1
35,103240,15,9,9,2,2,Marketing,Bachelor,1,0
37,34119,17,10,10,2,3,IT,Masters,2,1
40,111788,33,17,17,4,1,Marketing,Masters,1,1
55,34662,16,12,12,4,4,IT,PhD,3,0
28,43011,29,6,6,3,5,Marketing,Masters,1,1
49,25006,9,19,19,3,2,Marketing,Masters,4,1
45,75225,33,11,11,2,1,Finance,Bachelor,4,1
49,44606,29,9,9,5,5,Marketing,Masters,2,1
56,45776,13,21,21,3,5,Finance,Masters,5,1
60,112310,21,6,6,3,5,HR,Masters,4,1
36,101421,21,24,24,5,3,IT,Bachelor,2,1
58,102066,5,16,16,4,3,Finance,PhD,4,1
30,92383,10,20,20,4,3,IT,Bachelor,4,1
57,26840,6,16,16,3,3,Finance,PhD,5,1
41,113213,13,6,6,4,1,IT,PhD,3,1
52,25883,1,5,5,4,3,Finance,Masters,2,1
36,57647,20,21,21,4,2,IT,Masters,4,1
42,91769,8,4,4,2,5,HR,Bachelor,4,0
47,63657,10,2,2,1,1,IT,Bachelor,1,1
62,61790,9,6,6,3,3,HR,Bachelor,3,1
46,129359,41,9,9,3,5,HR,Masters,5,0
36,42237,3,17,17,2,1,HR,PhD,2,1
48,38342,11,14,14,1,5,Marketing,Bachelor,4,1
60,56492,12,7,7,1,1,IT,PhD,2,1
45,108400,10,22,22,2,4,Marketing,Masters,5,1
44,130491,25,19,19,5,1,Marketing,Masters,3,1
41,86054,25,1,1,5,3,IT,Masters,1,1
25,129239,11,20,20,1,5,HR,Masters,3,1
64,105743,36,15,15,5,5,Marketing,PhD,1,0
41,28278,39,18,18,5,5,Marketing,PhD,2,1
31,57263,26,3,3,5,2,Finance,Bachelor,3,0
50,22605,14,18,18,1,2,IT,PhD,3,1
42,117512,39,2,2,5,3,Marketing,PhD,3,0
29,88381,40,10,10,3,4,IT,PhD,5,0
36,67810,1,11,11,1,2,IT,Bachelor,2,1
31,78976,4,24,24,2,1,Marketing,PhD,1,1
41,119180,30,3,3,5,3,IT,PhD,3,0
36,101676,12,7,7,4,4,HR,PhD,2,0
60,35775,35,8,8,1,1,Marketing,Masters,5,1
58,118751,13,19,19,2,5,Marketing,PhD,5,1
62,110216,31,18,18,3,2,Marketing,Bachelor,2,1
39,123624,38,13,13,2,1,Finance,Bachelor,1,1
52,85842,23,13,13,5,4,Finance,Bachelor,2,1
31,128557,4,24,24,4,3,Finance,Bachelor,2,1
55,105145,16,19,19,5,1,Finance,Masters,4,0
47,63261,7,23,23,2,3,Marketing,Bachelor,5,1
36,25035,22,12,12,1,5,HR,Masters,1,1
33,105707,29,17,17,4,4,IT,Masters,4,0
57,50078,11,22,22,4,4,IT,Masters,2,1
63,47405,33,12,12,2,2,Marketing,Bachelor,5,1
36,81136,29,13,13,5,4,HR,Bachelor,4,0
52,45079,39,12,12,2,1,IT,Masters,4,1
63,25662,12,19,19,4,1,HR,Masters,1,1
26,120495,7,14,14,2,1,Marketing,Bachelor,2,1
26,48467,39,7,7,4,5,Finance,PhD,1,1
50,82294,26,13,13,5,4,HR,PhD,4,0
30,66245,40,6,6,1,4,IT,PhD,4,1
24,117947,9,24,24,1,1,IT,Bachelor,1,1
63,118758,41,19,19,2,2,IT,Bachelor,4,0
44,61474,34,19,19,4,2,Finance,Masters,3,1
63,75779,13,4,4,1,4,HR,Bachelor,5,0
38,68600,36,19,19,4,4,HR,Bachelor,2,0
51,97824,25,9,9,5,3,IT,Bachelor,5,0
52,26589,24,16,16,2,4,HR,Masters,2,1
34,88620,17,4,4,4,1,IT,Masters,4,1
57,128899,2,6,6,2,5,HR,PhD,1,1
33,130935,13,8,8,4,4,Finance,PhD,1,0
43,99900,31,24,24,4,4,Finance,Bachelor,4,1
43,98130,29,16,16,5,1,Marketing,Bachelor,2,0
27,31982,28,5,5,2,3,Marketing,Masters,4,1
42,76374,27,21,21,3,4,Marketing,PhD,2,1
59,122680,15,22,22,4,2,HR,PhD,4,0
25,68332,31,10,10,4,2,Finance,PhD,4,1
55,48120,40,23,23,1,2,Finance,Bachelor,4,0
31,22201,15,13,13,2,5,Finance,Bachelor,1,1
31,44251,33,14,14,3,5,IT,Bachelor,2,0
26,42580,20,7,7,5,4,HR,Masters,4,1
57,23075,12,20,20,3,4,HR,PhD,5,1
39,122581,37,6,6,5,4,Marketing,Masters,5,1
56,111985,9,7,7,3,5,IT,PhD,1,1
46,119978,23,5,5,3,4,IT,Bachelor,3,0
54,60665,8,21,21,2,1,Finance,Masters,1,1
23,103977,32,18,18,1,3,Marketing,Masters,3,0
30,128425,14,23,23,3,2,HR,Bachelor,1,1
45,111303,27,12,12,4,2,IT,PhD,5,1
62,36672,25,6,6,4,1,Finance,PhD,4,0
34,87694,13,1,1,4,4,HR,PhD,2,1
34,25092,21,4,4,1,5,Finance,PhD,4,1
37,53745,31,19,19,3,4,HR,Bachelor,5,1
63,24090,37,12,12,5,4,Finance,Bachelor,2,0
41,125220,5,15,15,5,2,HR,Bachelor,3,0
48,55568,13,3,3,2,2,Marketing,Bachelor,3,1
51,48541,28,23,23,1,5,HR,Masters,5,1
44,74464,25,20,20,3,2,HR,Masters,2,1
62,66824,35,8,8,4,4,HR,Masters,4,1
43,112331,39,11,11,1,1,Finance,Bachelor,5,1
60,80165,7,16,16,1,5,IT,PhD,3,1
42,57336,38,9,9,3,1,HR,Masters,5,1
51,33898,32,3,3,2,4,HR,Masters,4,0
26,111226,3,5,5,2,5,Marketing,Bachelor,1,1
29,83300,39,20,20,2,1,HR,PhD,1,1
50,105205,37,14,14,4,5,Marketing,PhD,4,0
50,29049,22,15,15,4,4,HR,PhD,2,1
26,22234,8,6,6,3,5,Finance,Bachelor,5,0
44,124872,17,4,4,2,4,IT,PhD,4,0
34,116085,27,8,8,3,5,IT,Masters,1,1
25,43598,33,19,19,2,5,IT,Masters,3,1
44,77827,17,5,5,1,2,Finance,Masters,4,1
24,110688,12,13,13,5,4,Marketing,Bachelor,4,0
46,43803,27,16,16,5,3,IT,PhD,4,1
56,117763,8,1,1,2,5,Finance,Bachelor,1,1
49,119985,23,13,13,3,1,Finance,PhD,1,1
63,70813,29,22,22,4,2,HR,Bachelor,4,1
23,32684,20,11,11,2,2,Marketing,Masters,4,1
30,61235,16,21,21,2,5,Finance,Bachelor,2,1
45,107876,17,8,8,4,3,Marketing,Bachelor,3,0
60,63691,16,8,8,2,2,IT,Bachelor,5,1
28,68164,19,24,24,1,4,IT,Masters,5,0
44,94948,8,14,14,4,5,IT,Bachelor,5,0
47,126854,38,13,13,1,5,HR,Bachelor,1,0
40,62044,38,3,3,5,3,HR,Masters,1,1
39,103845,29,4,4,4,4,Marketing,PhD,2,1
34,71260,41,20,20,4,4,Marketing,Bachelor,1,1
28,24451,36,15,15,3,3,HR,Masters,4,1
48,106676,26,15,15,3,1,Finance,Bachelor,3,0
49,37130,31,21,21,4,4,Marketing,Masters,3,1
30,106063,12,13,13,5,1,Marketing,PhD,3,0
41,24923,17,9,9,2,1,IT,PhD,3,1
64,111818,15,10,10,3,5,Marketing,Bachelor,5,0
23,51241,9,12,12,5,5,Marketing,Masters,5,0
51,36123,39,14,14,5,2,Finance,PhD,4,1
57,70357,12,1,1,3,5,Marketing,PhD,2,1
